,Date,N_Butane
544,2021-09-21 13:00:00,22.5
545,2021-09-21 06:00:00,22.60000038
546,2021-09-20 13:00:00,25.5
547,2021-09-20 06:00:00,29.5
548,2021-09-19 13:00:00,21.29999924
549,2021-09-19 06:00:00,15.30000019
550,2021-09-18 13:00:00,13.89999962
551,2021-09-17 13:00:00,10.80000019
552,2021-09-17 06:00:00,10.10000038
553,2021-09-15 13:00:00,8.899999619
554,2021-09-15 06:00:00,9.100000381
555,2021-09-14 13:00:00,12.89999962
556,2021-09-14 06:00:00,10.69999981
557,2021-09-13 13:00:00,10.10000038
558,2021-09-13 06:00:00,10.5
559,2021-09-12 13:00:00,10.30000019
560,2021-09-12 06:00:00,11.0
561,2021-09-11 13:00:00,10.30000019
562,2021-09-11 06:00:00,12.39999962
563,2021-09-10 13:00:00,8.699999809
564,2021-09-10 06:00:00,9.199999809
565,2021-09-09 13:00:00,9.699999809
566,2021-09-09 06:00:00,13.39999962
567,2021-09-08 13:00:00,11.89999962
568,2021-09-08 06:00:00,13.80000019
569,2021-09-07 13:00:00,2.599999905
570,2021-09-07 06:00:00,12.89999962
571,2021-09-06 13:00:00,13.5
572,2021-09-06 06:00:00,14.39999962
573,2021-09-05 13:00:00,21.39999962
574,2021-09-05 06:00:00,18.70000076
575,2021-09-04 13:00:00,23.39999962
576,2021-09-04 06:00:00,14.5
577,2021-09-03 13:00:00,13.30000019
578,2021-09-03 06:00:00,13.69999981
579,2021-09-02 13:00:00,11.0
580,2021-09-02 06:00:00,10.80000019
581,2021-09-01 13:00:00,11.30000019
582,2021-09-01 06:00:00,10.80000019
583,2021-08-31 13:00:00,14.69999981
584,2021-08-31 06:00:00,16.79999924
585,2021-08-30 13:00:00,10.0
586,2021-08-30 06:00:00,11.0
587,2021-08-29 13:00:00,9.100000381
588,2021-08-29 06:00:00,7.5
589,2021-08-28 13:00:00,10.19999981
590,2021-08-28 06:00:00,10.0
591,2021-08-27 13:00:00,9.199999809
592,2021-08-27 06:00:00,10.10000038
593,2021-08-26 13:00:00,14.39999962
594,2021-08-26 06:00:00,0.200000003
595,2021-08-25 13:00:00,0.200000003
596,2021-08-25 06:00:00,12.30000019
597,2021-08-24 13:00:00,11.69999981
598,2021-08-24 06:00:00,12.30000019
599,2021-08-23 13:00:00,14.89999962
600,2021-08-23 06:00:00,15.5
601,2021-08-22 13:00:00,19.60000038
602,2021-08-22 06:00:00,21.10000038
603,2021-08-21 13:00:00,17.0
604,2021-08-21 06:00:00,14.89999962
605,2021-08-20 13:00:00,14.0
606,2021-08-20 06:00:00,11.5
607,2021-08-19 13:00:00,12.0
608,2021-08-19 06:00:00,10.19999981
609,2021-08-18 13:00:00,9.800000191
610,2021-08-18 06:00:00,8.699999809
611,2021-08-17 13:00:00,8.699999809
612,2021-08-17 06:00:00,9.5
613,2021-08-16 13:00:00,9.399999619
614,2021-08-16 06:00:00,9.199999809
615,2021-08-15 13:00:00,24.10000038
616,2021-08-15 06:00:00,9.5
617,2021-08-14 13:00:00,10.10000038
618,2021-08-14 06:00:00,10.10000038
619,2021-08-13 13:00:00,9.800000191
620,2021-08-13 06:00:00,8.5
621,2021-08-12 13:00:00,9.399999619
622,2021-08-12 06:00:00,10.30000019
623,2021-08-11 13:00:00,11.30000019
624,2021-08-11 06:00:00,11.69999981
625,2021-08-10 13:00:00,13.69999981
626,2021-08-10 06:00:00,13.80000019
627,2021-08-09 13:00:00,16.20000076
628,2021-08-09 06:00:00,15.60000038
629,2021-08-08 13:00:00,16.70000076
630,2021-08-08 06:00:00,12.69999981
631,2021-08-07 13:00:00,12.39999962
632,2021-08-07 06:00:00,21.70000076
633,2021-08-06 13:00:00,10.0
634,2021-08-06 06:00:00,9.899999619
635,2021-08-05 13:00:00,9.300000191
636,2021-08-05 06:00:00,11.19999981
637,2021-08-04 13:00:00,8.0
638,2021-08-04 06:00:00,8.800000191
639,2021-08-03 13:00:00,9.800000191
640,2021-08-03 06:00:00,9.699999809
641,2021-08-02 13:00:00,10.89999962
642,2021-08-02 06:00:00,12.5
643,2021-08-01 13:00:00,11.30000019
644,2021-08-01 06:00:00,9.899999619
645,2021-07-31 13:00:00,10.10000038
646,2021-07-31 06:00:00,11.39999962
647,2021-07-30 13:00:00,9.899999619
648,2021-07-30 06:00:00,10.69999981
649,2021-07-29 13:00:00,10.69999981
650,2021-07-29 06:00:00,10.5
651,2021-07-28 13:00:00,9.899999619
652,2021-07-28 06:00:00,10.10000038
653,2021-07-27 13:00:00,8.600000381
654,2021-07-27 06:00:00,9.800000191
655,2021-07-26 13:00:00,10.30000019
656,2021-07-26 06:00:00,10.89999962
657,2021-07-25 13:00:00,11.19999981
658,2021-07-25 06:00:00,10.60000038
659,2021-07-24 13:00:00,10.60000038
660,2021-07-24 06:00:00,12.30000019
661,2021-07-23 13:00:00,13.39999962
662,2021-07-23 06:00:00,14.19999981
663,2021-07-22 13:00:00,11.0
664,2021-07-22 06:00:00,20.60000038
665,2021-07-21 13:00:00,10.19999981
666,2021-07-21 06:00:00,11.0
667,2021-07-20 13:00:00,12.5
668,2021-07-20 06:00:00,12.0
669,2021-07-19 13:00:00,14.39999962
670,2021-07-19 06:00:00,12.19999981
671,2021-07-18 13:00:00,11.5
672,2021-07-18 06:00:00,11.80000019
673,2021-07-17 13:00:00,11.5
674,2021-07-17 06:00:00,11.69999981
675,2021-07-16 13:00:00,11.10000038
676,2021-07-16 06:00:00,12.69999981
677,2021-07-15 13:00:00,17.60000038
